 64.10      1
 64.20      8
 64.20     10
 64.30     18
 64.30     23
 64.40     24
 64.40     36
 64.50     49
 64.60      9
 64.70     15
 64.70     34
 64.90     11
 64.90     44
 65.00      6
 65.10     13
 65.10     25
 65.20      0
 65.20     31
 65.20     37
 65.30     20
 65.60     27
 65.60     46
 65.80     35
 65.90     48
 66.00     17
 66.20     16
 66.20     28
 66.30     32
 66.70     33
 66.70     41
 67.00     30
 67.00     40
 67.10      3
 67.10     14
 67.20     45
 67.50      2
 67.80      4
 67.90      7
 67.90     42
 68.20      5
 68.30     22
 68.60     26
 68.90     31
 68.90     34
 69.00     21
 69.00     29
 69.20      1
 69.20      9
 69.20     24
 69.20     43
 69.30     18
 69.50     38
 69.60     12
 69.60     19
 69.70     25
 70.00     47
 70.00     48
 70.00     49
 70.10     39
 70.20     36
 70.30     17
 70.40     20
 70.50      0
 70.50      8
 71.10     28
 71.20      6
 71.40     11
 71.50     32
 71.60     37
 71.60     41
 72.00     35
 72.00     40
 72.00     44
 72.30     23
 72.50     16
 73.00     27
 73.50     14
 73.50     33
 73.80     31
 74.20     15
 75.00      2
 75.10     48
 75.30      7
 75.30     30
 75.50      9
 75.50     46
 75.60     17
 75.80     26
 75.80     34
 76.30      3
 76.40     18
 76.40     45
 76.70     20
 77.40     28
 77.80     38
 78.10      4
 78.90     29
 79.70     41
 79.80     21
 79.90      0
 81.00     13
 81.30      5
 82.40     25
225.40     10
231.90     15
234.51     16
238.71      1
240.91     34
241.21      3
241.21     31
241.41     43
241.51     14
242.21     49
242.81     10
242.81     27
245.21     24
245.21     35
245.31      1
245.81     31
246.11      2
246.21     34
246.31     13
246.41     15
247.21      9
247.21     16
247.41     22
247.91     27
248.11     40
248.31     28
248.31     49
248.41     38
248.41     46
248.61     39
249.21      5
249.61     14
249.71     12
249.81     25
249.81     43
250.01     30
250.21      8
250.21     23
250.21     31
250.61      3
250.81     34
250.91      4
251.01      2
251.01     35
251.31     47
251.41      7
251.81     48
251.91      9
252.21     26
252.21     42
252.31      1
252.31     36
252.41     24
252.61     40
252.71     22
252.81     21
252.81     33
252.81     38
253.11      6
253.11     18
253.31     39
253.41     12
253.51     27
253.51     28
253.61     20
253.91     31
253.91     46
254.01     25
254.01     45
254.11      5
254.31      0
254.41     10
254.61     37
254.71      8
254.71     32
254.81     15
255.01     14
255.01     30
255.11     34
255.21      7
255.31      3
255.31     41
255.31     44
255.31     48
255.31     49
255.41     17
255.41     29
255.51      2
255.71     40
255.81     26
255.81     36
255.91     35
256.01     23
256.21     21
256.51      9
256.51     18
256.61     31
256.71     19
256.91     13
256.91     20
256.91     24
256.91     33
257.01     38
257.31      6
257.31     16
257.41     11
257.51      1
257.51     25
257.51     28
257.51     39
257.61     47
257.71      4
257.71     12
257.71     32
257.71     42
257.81      0
258.01     45
258.21     17
258.31     27
258.31     48
258.61     41
258.71     34
258.71     37
258.71     40
258.81      5
258.81      7
258.81     22
258.81     46
259.11     29
259.21     36
259.31      8
259.41     14
259.41     26
259.41     30
259.61     31
259.61     44
259.71      3
259.81     49
259.91      2
260.01     21
260.11      9
260.11     18
260.11     20
260.21     35
260.61     33
260.81     28
260.91     15
260.91     38
261.01     24
261.01     25
261.11     19
261.21     17
261.21     32
261.31     48
261.41     16
261.51      0
261.51      6
261.61     10
261.61     11
261.81      1
261.81     23
261.81     43
262.01     41
262.11     39
262.11     40
262.31     12
262.31     45
262.41      4
262.61     34
262.81      7
262.81     31
263.01     36
263.31     29
263.41     13
263.41     26
263.41     37
263.81     20
264.01      9
264.01     27
264.11      8
264.21     18
264.21     21
264.31      5
264.51     28
264.51     30
264.61     14
264.61     47
264.61     48
264.71      2
264.71     17
264.71     44
264.81      3
264.81     46
265.01     42
265.21     25
265.21     33
265.21     35
265.51     22
265.51     32
265.51     38
265.51     49
265.81     16
265.81     41
265.91      0
265.91     24
266.01     40
266.61      6
266.61     31
266.81      1
267.01     19
267.01     34
267.61     11
267.81      7
267.81     36
268.11     12
268.11     45
268.31     26
268.41     20
268.51      4
268.51     48
268.61     15
268.61     29
268.61     39
268.91     17
269.11     18
269.11     28
269.31      9
269.61     37
269.81      8
269.81     21
269.81     23
270.51     25
270.51     32
270.51     41
270.71     40
270.81     35
270.91      2
271.11      0
271.11     14
271.21     27
271.31     33
271.81     31
272.01     38
272.21      5
272.41     44
272.61      3
272.71     30
272.71     43
272.91     16
273.71     20
273.81     24
273.91     10
274.21     34
274.31     46
274.41     17
274.51      6
274.61     13
275.11     36
275.11     48
276.81     29
276.91     28
277.01     40
277.31      9
277.71      7
278.01      0
278.31     45
278.61     26
278.81      4
279.21      1
280.01     18
280.81     41
283.81     31
427.42     15
435.22     10
438.72     16
439.52     14
441.92     27
442.22     13
442.82      3
442.82     34
443.02     49
443.22     15
444.62     31
445.22      1
445.72      9
446.02     35
446.32     46
446.62     25
447.32     34
447.92     27
447.92     38
448.42     49
448.62     10
448.92     16
448.92     22
449.12     39
449.22      2
449.62     31
449.92     12
450.12     24
450.72     43
451.02     30
451.12     28
451.12     40
451.22      5
451.42      1
451.92     23
451.92     34
452.02      7
452.32     35
452.52      9
452.62     38
452.82     14
452.92     42
453.02     31
453.12      4
453.12     20
453.52      6
453.52     36
453.52     46
453.72     21
453.72     25
453.72     39
453.92      3
454.02     26
454.12     18
454.22      8
454.22     47
454.32     22
454.32     27
454.52     12
454.62     48
454.82      2
454.92     33
455.22     40
455.42     24
455.62     32
455.72     49
455.82      7
455.92      5
455.92     28
455.92     31
455.92     37
456.02     10
456.02     45
456.22     17
456.32      0
456.42     30
456.52      1
456.52     34
456.52     41
456.62     20
456.92     44
457.12      9
457.12     36
457.22     38
457.22     43
457.32     35
457.42     26
457.42     29
457.52     21
457.52     23
457.62     18
457.62     48
457.72     16
457.72     25
457.92     14
458.02      6
458.12     40
458.22      3
458.22     39
458.32     42
458.52     46
458.62      8
458.72      2
458.82      4
458.82     13
458.82     31
458.82     32
458.82     33
458.92     12
459.02     19
459.02     27
459.12     24
459.42     17
459.42     28
459.52     11
459.62      0
459.62      7
459.82     22
459.92     37
459.92     41
460.02     20
460.22     34
460.22     45
460.52     36
460.52     47
460.52     48
460.62      1
460.62      5
460.72     15
460.92     26
460.92     29
461.02     40
461.12     30
461.12     44
461.22     18
461.22     21
461.32      9
461.32     38
461.42     35
461.42     49
461.52     25
461.82     16
461.92     14
461.92     31
462.22      3
462.32      6
462.32     32
462.42      8
462.42     17
462.52     33
462.62      2
462.72     28
462.82     39
463.22      4
463.22     24
463.32      0
463.32     12
463.32     41
463.52     19
463.52     23
463.62     48
463.72      7
463.72     20
463.92     11
464.12     34
464.22     10
464.22     40
464.22     46
464.42     27
464.42     36
464.52     43
464.62     37
464.72     45
464.92     13
465.12     26
465.22      1
465.22     18
465.22     29
465.22     31
465.22     42
465.32      9
465.42     21
465.42     25
465.92      5
465.92     17
465.92     38
466.12     44
466.22     15
466.22     30
466.32     22
466.32     35
466.52     16
466.52     32
466.62     28
466.92      3
467.02     48
467.12     14
467.12     33
467.12     41
467.12     49
467.22      8
467.32     47
467.42      6
467.52      2
467.72     20
467.82      0
468.02     40
468.12     24
468.22     34
468.52      7
468.82     31
469.02      4
469.02     36
469.02     39
469.32     12
469.32     19
469.72     11
469.82     26
470.02     17
470.02     25
470.02     45
470.22     21
470.32      9
470.32     18
470.82      1
470.82     29
470.92     37
471.02     48
471.12     27
471.32     28
471.32     32
471.82     41
471.92     23
471.92     38
472.22     35
472.32     46
472.52     16
472.52     40
473.32     20
473.42     44
473.52      0
473.62     33
473.92     30
474.02     14
474.12     31
474.22      3
474.22      5
474.22     15
474.32      8
474.72      2
474.72      6
475.32     34
475.42     13
475.72     17
476.32     36
476.72     22
476.92     24
477.12      7
477.42     48
478.72     49
478.82      9
479.42     26
479.92     10
480.32     28
486.52     40
488.72     31
630.29     15
639.99     10
640.09     16
641.59     14
641.99     27
642.49     13
645.49     34
646.09     15
646.19      3
646.69      1
647.19     46
647.59     35
647.79      9
647.79     16
647.99     31
648.29     25
648.39     49
649.19     38
649.39      4
649.69     39
649.99     34
650.09     10
650.89     27
651.09      2
651.29     12
651.79      1
652.09     31
652.29     22
652.89      8
652.99      5
652.99      7
653.09     24
653.09     28
653.09     43
653.29     23
653.39     35
653.49     49
653.59      3
653.69      9
653.69     30
653.79     34
653.79     40
653.89     38
654.09     46
654.19     20
654.39     42
654.69     14
654.89      6
654.99     39
655.19     25
655.19     45
655.49     18
655.49     21
655.49     31
655.49     36
655.69     47
655.89      2
655.99     12
656.09     26
656.29     33
656.49     27
656.59     48
656.89      7
657.09     32
657.09     40
657.09     44
657.19     17
657.19     29
657.29      1
657.29     41
657.39      5
657.39     28
657.49      4
657.49     24
657.49     37
657.59      0
657.59     10
657.69     22
657.79      8
657.99     20
658.19      9
658.29     38
658.39     31
658.39     34
658.49     35
658.59     30
658.69     11
658.79      3
658.89     23
658.89     36
659.09     13
659.09     18
659.09     25
659.19     46
659.29     14
659.29     49
659.39     21
659.39     43
659.39     48
659.49      6
659.49     26
659.59     45
659.79     42
659.89     19
659.89     39
659.89     40
659.99      2
659.99     17
660.19     32
660.19     33
660.49     12
660.59     28
660.59     41
660.89      0
660.89     24
660.89     29
660.99      7
661.09     44
661.19     16
661.19     31
661.29     27
661.39     20
661.49      1
661.49     37
661.69     47
661.79      5
661.89     15
661.99      9
661.99     34
662.09      4
662.09     48
662.19      8
662.29     36
662.29     38
662.69     30
662.69     40
662.79     18
662.79     25
662.89     35
662.99      3
662.99     17
662.99     26
663.09     11
663.09     21
663.19     14
663.59     22
663.78      6
663.78     32
663.98      2
663.98     28
663.98     33
663.98     41
664.08     45
664.38     31
664.38     49
664.58     19
664.58     39
664.68      0
664.88     24
664.98      7
664.98     23
665.08     20
665.18     12
665.18     13
665.18     16
665.18     29
665.18     46
665.18     48
665.28     10
665.78     34
665.88     40
665.88     44
665.98      1
665.98      9
666.18     37
666.28     36
666.58     17
666.58     27
666.68      8
666.68     25
666.68     42
666.78     43
666.98     18
666.98     38
667.08      5
667.18     21
667.18     26
667.48     15
667.58     31
667.58     41
667.78     35
667.88      3
667.88     30
667.88     32
667.98     28
668.08      4
668.38     14
668.48     33
668.68     47
668.78     48
668.88     11
668.98      2
669.08      6
669.08     20
669.18      0
669.58     24
669.58     40
669.68     16
669.78      7
669.98     34
670.18     22
670.18     45
670.38     19
670.58     29
670.58     49
670.68     39
670.88     17
670.98     12
671.18     36
671.28      1
671.28      9
671.38     25
671.48     31
671.88      8
672.08     26
672.18     18
672.28     21
672.28     41
672.48     37
672.68     44
672.68     48
672.88     28
673.08     23
673.08     27
673.18     32
673.48     38
673.58     46
673.98     35
674.28     40
674.58      3
674.78     20
674.98     33
675.18      0
675.18     14
675.18     15
675.38      5
675.58     30
675.98     13
676.38      6
676.38     17
676.58      2
677.08     16
677.38      4
677.58      7
677.68     31
678.08     11
678.38     24
678.38     34
678.78     36
679.08      9
679.48     48
681.28     26
681.38     29
683.48     18
683.78     28
684.28     32
684.78     40
698.18     10
831.84     15
842.74     16
842.84     13
842.94     14
843.84     27
847.44     10
847.64     15
848.14     34
848.54     46
849.04      3
849.04      9
849.34     25
849.44     35
849.74     49
850.54      1
850.54     38
851.54     31
851.64     39
852.44     34
852.64     12
853.44      2
853.44     27
853.94     10
854.64     22
854.74     16
855.14     31
855.34     49
855.44     38
855.44     40
855.54      7
855.54     20
855.74     23
855.84      9
856.04      5
856.14     14
856.14     42
856.34      1
856.34      4
856.34     35
856.34     46
856.44     25
856.64      3
856.64     28
856.64     30
856.94      6
857.04     36
857.04     39
857.14     34
857.24      8
857.34     24
858.04     18
858.04     31
858.14     21
858.24     12
858.44     47
858.64     43
858.64     45
858.74     26
858.84     33
859.04      2
859.24     17
859.34      7
859.34     40
859.34     48
859.54     22
859.64      0
859.64     20
859.64     27
859.84     32
860.04     37
860.14     41
860.24      9
860.44      1
860.44     38
860.54      5
860.54     44
860.64     28
860.84     35
860.84     36
860.94     29
861.04     25
861.04     31
861.04     34
861.34      3
861.34      6
861.34     24
861.44     30
861.44     46
861.54     14
861.54     23
861.54     49
861.64     18
861.64     42
861.84      8
861.84     13
861.94      4
861.94     10
861.94     21
862.04     40
862.04     48
862.14     16
862.24     26
862.24     39
862.64     17
862.64     33
862.74     12
862.84      2
862.94      0
862.94     32
862.94     45
863.04     19
863.14     11
863.14     20
863.34      7
863.54     41
863.84     31
863.94     37
864.04     28
864.24     27
864.24     36
864.24     43
864.54      1
864.54      9
864.54     29
864.54     34
864.54     38
864.54     47
864.64     44
864.74     24
864.94      5
864.94     25
864.94     48
865.04     35
865.04     40
865.24     18
865.34     22
865.54     14
865.64      6
865.64     17
865.64     21
865.74      3
865.74      8
865.74     26
865.74     30
865.94     15
866.04     16
866.34     33
866.34     49
866.44      4
866.44     32
866.64      0
866.74     20
866.84      2
866.84     39
866.94     41
867.04     31
867.34     12
867.34     46
867.44      7
867.44     28
867.54     23
867.64     13
867.64     45
867.74     11
867.74     19
867.94     48
868.14     36
868.14     40
868.43     34
868.53     42
868.63      9
868.63     37
868.83     24
868.83     29
868.83     38
868.93      1
868.93     25
869.13     10
869.13     17
869.23     18
869.23     27
869.53     44
869.63     21
869.83     26
869.83     35
870.13      5
870.23      8
870.43     31
870.53      3
870.53     14
870.53     32
870.73      6
870.73     33
870.73     41
870.83     16
870.83     20
870.93      0
871.03     30
871.33     15
871.33     22
871.33     28
871.43     47
871.43     48
871.73      2
871.73     43
871.83      4
872.03     40
872.13      7
872.13     49
872.53     34
872.73     36
872.93     39
873.03     12
873.03     45
873.23     17
873.53     19
873.53     24
873.63     11
873.73      9
873.83     25
873.83     31
874.23     29
874.33      1
874.33     18
874.33     38
874.63     21
874.73     26
874.83     37
875.23     41
875.43     46
875.53     32
875.53     48
875.63      8
875.73     35
875.93     23
876.13      0
876.23     20
876.43     44
876.53     28
876.53     40
876.63     27
876.73     14
876.73     33
876.93      3
877.03     16
877.73      6
878.43      5
878.73     13
878.73     17
878.83     15
878.93      2
879.53     30
879.63     36
879.73     31
879.73     34
880.13      7
880.53      9
881.63     48
882.03     22
883.23     40
883.23     49
883.83      0
884.23     29
884.33      4
884.53     26
886.23     25
886.63     18
 39.20     66
 39.50     64
 39.70     65
 39.80     90
 41.40     77
 44.80     60
 44.90     88
 45.30     85
 45.50     59
 45.50     84
 46.40     51
 46.50     81
 46.50     86
 47.80     90
 47.90     70
 48.00     75
 48.20     53
 48.70     65
 48.80     58
 49.60     89
 49.70     88
 49.90     96
 50.00     84
 50.10     66
 50.10     78
 50.30     81
 50.60     99
 50.70     62
 50.90     52
 51.00     77
 51.20     51
 51.20     60
 51.50     86
 51.60     85
 51.70     56
 51.90     57
 52.10     71
 52.20     80
 52.40     72
 52.50     50
 52.50     59
 52.60     63
 52.70     54
 52.70     76
 52.90     90
 53.00     64
 53.00     95
 53.10     53
 53.10     68
 53.20     74
 53.20     75
 53.20     98
 53.40     70
 53.50     81
 53.90     73
 54.00     84
 54.20     83
 54.40     55
 54.40     78
 54.50     89
 54.90     52
 55.00     62
 55.00     92
 55.10     51
 55.20     99
 55.30     58
 55.30     88
 55.30     96
 55.50     57
 55.70     56
 55.70     71
 55.70     82
 55.80     77
 55.80     94
 56.20     79
 56.20     86
 56.30     76
 56.30     81
 56.30     91
 56.30     97
 56.50     59
 56.50     87
 56.50     90
 56.50     98
 56.60     67
 56.60     68
 57.00     74
 57.00     93
 57.20     60
 57.20     70
 57.20     72
 57.20     75
 57.20     85
 57.30     50
 57.30     80
 57.30     95
 57.40     84
 57.50     54
 57.50     66
 57.70     53
 58.00     83
 58.20     55
 58.20     64
 58.40     63
 58.50     78
 58.60     52
 58.70     69
 58.70     89
 58.80     82
 58.90     73
 59.10     62
 59.10     81
 59.30     57
 59.30     65
 59.30     98
 59.50     67
 59.50     90
 59.60     51
 59.60     71
 59.60     88
 59.60     91
 59.70     58
 59.80     76
 59.80     99
 59.90     79
 59.90     94
 60.00     86
 60.20     68
 60.20     96
 60.30     56
 60.40     61
 60.40     74
 60.40     77
 60.50     87
 60.60     59
 60.60     92
 60.80     84
 60.90     50
 61.00     70
 61.00     75
 61.30     85
 61.40     66
 61.70     80
 61.80     93
 61.80     95
 61.90     81
 62.00     54
 62.00     83
 62.10     53
 62.20     72
 62.20     78
 62.30     64
 62.30     82
 62.30     97
 62.40     98
 62.50     55
 62.50     67
 62.60     52
 63.00     90
 63.00     91
 63.20     57
 63.30     69
 63.50     89
 63.60     62
 63.60     71
 63.60     76
 64.00     79
 64.00     88
 64.10     51
 64.20     58
 64.20     60
 64.30     68
 64.30     73
 64.40     74
 64.40     86
 64.50     99
 64.60     59
 64.70     65
 64.70     84
 64.90     61
 64.90     94
 65.00     56
 65.10     63
 65.10     75
 65.20     50
 65.20     81
 65.20     87
 65.30     70
 65.60     77
 65.60     96
 65.80     85
 65.90     98
 66.00     67
 66.20     66
 66.20     78
 66.30     82
 66.70     83
 66.70     91
 67.00     80
 67.00     90
 67.10     53
 67.10     64
 67.20     95
 67.50     52
 67.80     54
 67.90     57
 67.90     92
 68.20     55
 68.30     72
 68.60     76
 68.90     81
 68.90     84
 69.00     71
 69.00     79
 69.20     51
 69.20     59
 69.20     74
 69.20     93
 69.30     68
 69.50     88
 69.60     62
 69.60     69
 69.70     75
 70.00     97
 70.00     98
 70.00     99
 70.10     89
 70.20     86
 70.30     67
 70.40     70
 70.50     50
 70.50     58
 71.10     78
 71.20     56
 71.40     61
 71.50     82
 71.60     87
 71.60     91
 72.00     85
 72.00     90
 72.00     94
 72.30     73
 72.50     66
 73.00     77
 73.50     64
 73.50     83
 73.80     81
 74.20     65
 75.00     52
 75.10     98
 75.30     57
 75.30     80
 75.50     59
 75.50     96
 75.60     67
 75.80     76
 75.80     84
 76.30     53
 76.40     68
 76.40     95
 76.70     70
 77.40     78
 77.80     88
 78.10     54
 78.90     79
 79.70     91
 79.80     71
 79.90     50
 81.00     63
 81.30     55
 82.40     75
225.40     60
231.90     65
234.51     66
238.71     51
240.91     84
241.21     53
241.21     81
241.41     93
241.51     64
242.21     99
242.81     60
242.81     77
245.21     74
245.21     85
245.31     51
245.81     81
246.11     52
246.21     84
246.31     63
246.41     65
247.21     59
247.21     66
247.41     72
247.91     77
248.11     90
248.31     78
248.31     99
248.41     88
248.41     96
248.61     89
249.21     55
249.61     64
249.71     62
249.81     75
249.81     93
250.01     80
250.21     58
250.21     73
250.21     81
250.61     53
250.81     84
250.91     54
251.01     52
251.01     85
251.31     97
251.41     57
251.81     98
251.91     59
252.21     76
252.21     92
252.31     51
252.31     86
252.41     74
252.61     90
252.71     72
252.81     71
252.81     83
252.81     88
253.11     56
253.11     68
253.31     89
253.41     62
253.51     77
253.51     78
253.61     70
253.91     81
253.91     96
254.01     75
254.01     95
254.11     55
254.31     50
254.41     60
254.61     87
254.71     58
254.71     82
254.81     65
255.01     64
255.01     80
255.11     84
255.21     57
255.31     53
255.31     91
255.31     94
255.31     98
255.31     99
255.41     67
255.41     79
255.51     52
255.71     90
255.81     76
255.81     86
255.91     85
256.01     73
256.21     71
256.51     59
256.51     68
256.61     81
256.71     69
256.91     63
256.91     70
256.91     74
256.91     83
257.01     88
257.31     56
257.31     66
257.41     61
257.51     51
257.51     75
257.51     78
257.51     89
257.61     97
257.71     54
257.71     62
257.71     82
257.71     92
257.81     50
258.01     95
258.21     67
258.31     77
258.31     98
258.61     91
258.71     84
258.71     87
258.71     90
258.81     55
258.81     57
258.81     72
258.81     96
259.11     79
259.21     86
259.31     58
259.41     64
259.41     76
259.41     80
259.61     81
259.61     94
259.71     53
259.81     99
259.91     52
260.01     71
260.11     59
260.11     68
260.11     70
260.21     85
260.61     83
260.81     78
260.91     65
260.91     88
261.01     74
261.01     75
261.11     69
261.21     67
261.21     82
261.31     98
261.41     66
261.51     50
261.51     56
261.61     60
261.61     61
261.81     51
261.81     73
261.81     93
262.01     91
262.11     89
262.11     90
262.31     62
262.31     95
262.41     54
262.61     84
262.81     57
262.81     81
263.01     86
263.31     79
263.41     63
263.41     76
263.41     87
263.81     70
264.01     59
264.01     77
264.11     58
264.21     68
264.21     71
264.31     55
264.51     78
264.51     80
264.61     64
264.61     97
264.61     98
264.71     52
264.71     67
264.71     94
264.81     53
264.81     96
265.01     92
265.21     75
265.21     83
265.21     85
265.51     72
265.51     82
265.51     88
265.51     99
265.81     66
265.81     91
265.91     50
265.91     74
266.01     90
266.61     56
266.61     81
266.81     51
267.01     69
267.01     84
267.61     61
267.81     57
267.81     86
268.11     62
268.11     95
268.31     76
268.41     70
268.51     54
268.51     98
268.61     65
268.61     79
268.61     89
268.91     67
269.11     68
269.11     78
269.31     59
269.61     87
269.81     58
269.81     71
269.81     73
270.51     75
270.51     82
270.51     91
270.71     90
270.81     85
270.91     52
271.11     50
271.11     64
271.21     77
271.31     83
271.81     81
272.01     88
272.21     55
272.41     94
272.61     53
272.71     80
272.71     93
272.91     66
273.71     70
273.81     74
273.91     60
274.21     84
274.31     96
274.41     67
274.51     56
274.61     63
275.11     86
275.11     98
276.81     79
276.91     78
277.01     90
277.31     59
277.71     57
278.01     50
278.31     95
278.61     76
278.81     54
279.21     51
280.01     68
280.81     91
283.81     81
427.42     65
435.22     60
438.72     66
439.52     64
441.92     77
442.22     63
442.82     53
442.82     84
443.02     99
443.22     65
444.62     81
445.22     51
445.72     59
446.02     85
446.32     96
446.62     75
447.32     84
447.92     77
447.92     88
448.42     99
448.62     60
448.92     66
448.92     72
449.12     89
449.22     52
449.62     81
449.92     62
450.12     74
450.72     93
451.02     80
451.12     78
451.12     90
451.22     55
451.42     51
451.92     73
451.92     84
452.02     57
452.32     85
452.52     59
452.62     88
452.82     64
452.92     92
453.02     81
453.12     54
453.12     70
453.52     56
453.52     86
453.52     96
453.72     71
453.72     75
453.72     89
453.92     53
454.02     76
454.12     68
454.22     58
454.22     97
454.32     72
454.32     77
454.52     62
454.62     98
454.82     52
454.92     83
455.22     90
455.42     74
455.62     82
455.72     99
455.82     57
455.92     55
455.92     78
455.92     81
455.92     87
456.02     60
456.02     95
456.22     67
456.32     50
456.42     80
456.52     51
456.52     84
456.52     91
456.62     70
456.92     94
457.12     59
457.12     86
457.22     88
457.22     93
457.32     85
457.42     76
457.42     79
457.52     71
457.52     73
457.62     68
457.62     98
457.72     66
457.72     75
457.92     64
458.02     56
458.12     90
458.22     53
458.22     89
458.32     92
458.52     96
458.62     58
458.72     52
458.82     54
458.82     63
458.82     81
458.82     82
458.82     83
458.92     62
459.02     69
459.02     77
459.12     74
459.42     67
459.42     78
459.52     61
459.62     50
459.62     57
459.82     72
459.92     87
459.92     91
460.02     70
460.22     84
460.22     95
460.52     86
460.52     97
460.52     98
460.62     51
460.62     55
460.72     65
460.92     76
460.92     79
461.02     90
461.12     80
461.12     94
461.22     68
461.22     71
461.32     59
461.32     88
461.42     85
461.42     99
461.52     75
461.82     66
461.92     64
461.92     81
462.22     53
462.32     56
462.32     82
462.42     58
462.42     67
462.52     83
462.62     52
462.72     78
462.82     89
463.22     54
463.22     74
463.32     50
463.32     62
463.32     91
463.52     69
463.52     73
463.62     98
463.72     57
463.72     70
463.92     61
464.12     84
464.22     60
464.22     90
464.22     96
464.42     77
464.42     86
464.52     93
464.62     87
464.72     95
464.92     63
465.12     76
465.22     51
465.22     68
465.22     79
465.22     81
465.22     92
465.32     59
465.42     71
465.42     75
465.92     55
465.92     67
465.92     88
466.12     94
466.22     65
466.22     80
466.32     72
466.32     85
466.52     66
466.52     82
466.62     78
466.92     53
467.02     98
467.12     64
467.12     83
467.12     91
467.12     99
467.22     58
467.32     97
467.42     56
467.52     52
467.72     70
467.82     50
468.02     90
468.12     74
468.22     84
468.52     57
468.82     81
469.02     54
469.02     86
469.02     89
469.32     62
469.32     69
469.72     61
469.82     76
470.02     67
470.02     75
470.02     95
470.22     71
470.32     59
470.32     68
470.82     51
470.82     79
470.92     87
471.02     98
471.12     77
471.32     78
471.32     82
471.82     91
471.92     73
471.92     88
472.22     85
472.32     96
472.52     66
472.52     90
473.32     70
473.42     94
473.52     50
473.62     83
473.92     80
474.02     64
474.12     81
474.22     53
474.22     55
474.22     65
474.32     58
474.72     52
474.72     56
475.32     84
475.42     63
475.72     67
476.32     86
476.72     72
476.92     74
477.12     57
477.42     98
478.72     99
478.82     59
479.42     76
479.92     60
480.32     78
486.52     90
488.72     81
630.29     65
639.99     60
640.09     66
641.59     64
641.99     77
642.49     63
645.49     84
646.09     65
646.19     53
646.69     51
647.19     96
647.59     85
647.79     59
647.79     66
647.99     81
648.29     75
648.39     99
649.19     88
649.39     54
649.69     89
649.99     84
650.09     60
650.89     77
651.09     52
651.29     62
651.79     51
652.09     81
652.29     72
652.89     58
652.99     55
652.99     57
653.09     74
653.09     78
653.09     93
653.29     73
653.39     85
653.49     99
653.59     53
653.69     59
653.69     80
653.79     84
653.79     90
653.89     88
654.09     96
654.19     70
654.39     92
654.69     64
654.89     56
654.99     89
655.19     75
655.19     95
655.49     68
655.49     71
655.49     81
655.49     86
655.69     97
655.89     52
655.99     62
656.09     76
656.29     83
656.49     77
656.59     98
656.89     57
657.09     82
657.09     90
657.09     94
657.19     67
657.19     79
657.29     51
657.29     91
657.39     55
657.39     78
657.49     54
657.49     74
657.49     87
657.59     50
657.59     60
657.69     72
657.79     58
657.99     70
658.19     59
658.29     88
658.39     81
658.39     84
658.49     85
658.59     80
658.69     61
658.79     53
658.89     73
658.89     86
